ds,product_id,customer_state,n_orders,qty,cancel_qty,revenue,avg_price,avg_freight,n_sellers,pay_total_avg,inst_avg,inst_max,share_credit_card,share_boleto,share_voucher,share_debit_card,dow,month,week_of_year,qty_lag_1,qty_lag_7,qty_lag_14,qty_lag_28,qty_roll_mean_7,qty_roll_mean_28,cancel_lag_1,cancel_lag_7,cancel_lag_14
2017-12-05,e899d44e1fbd1131a4c94b9f7bb1ff2a,CE,1,1,0,119.22,99.98,19.24,1,119.22,1.0,1.0,0.0,0.0,1.0,0.0,2,12,49,,,,,1.0,1.0,,,
2017-12-05,e942040a23d73eb3598f59fccaba7df8,SP,1,1,0,92.57,79.0,13.57,1,92.57,1.0,1.0,1.0,0.0,0.0,0.0,2,12,49,,,,,1.0,1.0,,,
2017-12-05,ec02a5d380128f7a188e9ce8f3ddd832,MG,1,1,0,150.44,131.9,18.54,1,150.44,8.0,8.0,1.0,0.0,0.0,0.0,2,12,49,,,,,1.0,1.0,,,
2017-12-05,ec2d43cc59763ec91694573b31f1c29a,RJ,1,1,0,61.01,45.9,15.11,1,61.01,1.0,1.0,0.0,1.0,0.0,0.0,2,12,49,,,1.0,,1.0,1.25,,,0.0
2017-12-05,ee0c1cf2fbeae95205b4aa506f1469f0,RS,1,1,0,69.12,53.99,15.13,1,69.12,6.0,6.0,1.0,0.0,0.0,0.0,2,12,49,,,,,1.0,1.0,,,
2017-12-05,ee97db3ef647a016f3bb7376f8a3ffcd,SP,1,1,0,46.75,34.9,11.85,1,46.75,1.0,1.0,0.0,1.0,0.0,0.0,2,12,49,,,,,1.0,1.0,,,
2017-12-05,eeb3aad24862b02e530ea02b01df4f7f,RJ,1,1,0,93.3,79.0,14.3,1,93.3,1.0,1.0,1.0,0.0,0.0,0.0,2,12,49,,,,,1.0,1.0,,,
2017-12-05,efdc6e0a04b68a8c329d485ab2bde52e,SP,1,1,0,42.68,34.9,7.78,1,42.68,1.0,1.0,0.0,1.0,0.0,0.0,2,12,49,,,,,1.0,1.0,,,
2017-12-05,f306d4917efd6c5a46bbb72b640313da,PR,1,1,0,59.11,43.0,16.11,1,59.11,1.0,1.0,0.0,1.0,0.0,0.0,2,12,49,,,,,1.0,1.0,,,
2017-12-05,f30bede207296a97f28cebe71037e67a,PA,1,1,0,60.53,33.33,27.2,1,60.53,1.0,1.0,1.0,0.0,0.0,0.0,2,12,49,,,,,1.0,1.0,,,
2017-12-05,f39a8b27ce90ac582103bf36f09690dd,RJ,1,1,0,335.98,319.0,16.98,1,335.98,6.0,6.0,1.0,0.0,0.0,0.0,2,12,49,,,,,1.0,1.0,,,
2017-12-05,f39a8b27ce90ac582103bf36f09690dd,SP,1,1,0,332.73,319.0,13.73,1,332.73,5.0,5.0,1.0,0.0,0.0,0.0,2,12,49,1.0,,,,1.0,1.0,0.0,,
2017-12-05,f457c5f0c72ba4cae17636c5174add2e,SP,1,2,0,52.54,18.0,8.27,1,52.54,1.0,1.0,0.0,1.0,0.0,0.0,2,12,49,,,,,2.0,2.0,,,
2017-12-05,f47e9f620b8d76081a0b6ef6ffd5481b,RS,1,1,0,100.35,84.0,16.35,1,100.35,6.0,6.0,1.0,0.0,0.0,0.0,2,12,49,,,,,1.0,1.0,,,
2017-12-05,f51dde119b9a90e3c7464f0cc45c0953,RJ,1,1,0,35.69,18.9,16.79,1,35.69,1.0,1.0,1.0,0.0,0.0,0.0,2,12,49,,,,,1.0,1.0,,,
2017-12-05,f58e45b16a42a325c144eb2c46a2bc57,RJ,1,1,0,295.85,279.99,15.86,1,295.85,4.0,4.0,1.0,0.0,0.0,0.0,2,12,49,1.0,,,,1.0,1.0,0.0,,
2017-12-05,f70a5d9b1b6d4fac3e2b7da556700b33,SP,1,1,0,116.36000000000001,99.9,16.46,1,116.36,2.0,2.0,1.0,0.0,0.0,0.0,2,12,49,,,,,1.0,1.0,,,
2017-12-05,f89cd865cac300a9bf1320dd8f0fa223,DF,1,1,0,25.65,11.55,14.1,1,25.65,1.0,1.0,1.0,0.0,0.0,0.0,2,12,49,,,,,1.0,1.0,,,
2017-12-05,f95dcd7b0926e47d0f20a9050aea2e9e,SP,1,1,0,81.23,69.5,11.73,1,81.23,7.0,7.0,1.0,0.0,0.0,0.0,2,12,49,,1.0,,,1.0,1.3333333333333333,,0.0,
2017-12-05,f992bc38a69c993979545475f05ba50f,SP,1,1,0,463.53,448.89,14.64,1,463.53,1.0,1.0,0.0,1.0,0.0,0.0,2,12,49,,,,,1.0,1.0,,,
2017-12-05,f9ce5e5592c6836c379b156a1b043684,SP,1,2,0,206.16000000000003,89.9,13.18,1,206.16,1.0,1.0,0.0,1.0,0.0,0.0,2,12,49,,,,,2.0,2.0,,,
2017-12-05,fa54ba82589db68838ebe0225c34f30a,SP,1,1,0,130.04,113.0,17.04,1,130.04,5.0,5.0,1.0,0.0,0.0,0.0,2,12,49,,,,,1.0,1.0,,,
2017-12-05,fabff014f52a6bfb8d46666506ef416b,SP,1,1,0,143.63,134.49,9.14,1,143.63,10.0,10.0,1.0,0.0,0.0,0.0,2,12,49,,,,,1.0,1.0,,,
2017-12-05,fcb9824e33f82adb4fcac27ef46905b5,PE,1,1,0,72.15,50.99,21.16,1,72.15,1.0,1.0,1.0,0.0,0.0,0.0,2,12,49,,,,,1.0,1.0,,,
2017-12-05,fd206f3c185fd47c22d6de48f25133fe,SP,1,1,0,24.0,9.9,14.1,1,24.0,2.0,2.0,1.0,0.0,0.0,0.0,2,12,49,,,,,1.0,1.0,,,
2017-12-05,fd52a24b7fa473a6c7a62a5ee7579def,DF,1,1,0,116.33,99.0,17.33,1,270.18,1.0,1.0,1.0,0.0,0.0,0.0,2,12,49,,,,,1.0,1.0,,,
2017-12-05,ffcfaba393e8ef71937c6e8421bc2868,BA,1,1,0,374.34000000000003,288.0,86.34,1,620.68,5.0,5.0,1.0,0.0,0.0,0.0,2,12,49,,,,,1.0,1.0,,,
2017-12-05,fff0a542c3c62682f23305214eaeaa24,MG,1,4,0,94.44,7.5,16.11,1,94.44,1.0,1.0,0.0,1.0,0.0,0.0,2,12,49,,,,,4.0,4.0,,,
2017-12-06,04601b648d7d2dcae6e285a41e276a3f,RN,1,1,0,74.8,49.9,24.9,1,74.8,1.0,1.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,04601b648d7d2dcae6e285a41e276a3f,SC,1,1,0,69.49,49.9,19.59,1,69.49,1.0,1.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,047b85649c33e9cbf34b2ccf8d41d622,RJ,1,1,0,250.88,229.0,21.88,1,250.88,5.0,5.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,048c45eaa9b885243959f59ddf2b21f4,PR,1,1,0,51.59,34.99,16.6,1,51.59,1.0,1.0,0.0,1.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,05f581382fca988fec41f4a3de0e0fda,SP,1,1,0,33.68,25.9,7.78,1,33.68,3.0,3.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,064a939bcd597315cfda6c98ede1b4c3,RJ,1,1,0,141.64,127.0,14.64,1,141.64,2.0,2.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,071e6d5971d28c9cbbf618b5123f8284,RS,1,1,0,215.07,189.0,26.07,1,215.07,1.0,1.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,0830788ce2a21bb3aacbd956403f7851,RJ,1,1,0,158.03,139.8,18.23,1,158.03,1.0,1.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,08574b074924071f4e201e151b152b4e,SC,1,2,0,289.98,99.0,45.99,1,289.98,1.0,1.0,1.0,0.0,0.0,0.0,3,12,49,,,,,2.0,1.5,,,
2017-12-06,08574b074924071f4e201e151b152b4e,SP,2,2,0,264.15999999999997,99.0,33.08,1,132.08,2.0,2.0,1.0,0.0,0.0,0.0,3,12,49,,,,,2.0,1.5,,,
2017-12-06,09258106f546b38b0f817fc3aadf650b,SP,1,2,0,120.7,48.5,11.85,1,120.7,2.0,2.0,1.0,0.0,0.0,0.0,3,12,49,,,,,2.0,2.0,,,
2017-12-06,09d0b4ab2eaebcde59d4dd8bea2c6be6,SP,1,1,0,92.97,81.2,11.77,1,92.97,3.0,3.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,0a790f2710eab03be4f7793583779874,SP,1,1,0,350.19,339.0,11.19,1,350.19,1.0,1.0,0.0,1.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,0a9a9c25c5a06532d1766e00db833a7f,SC,1,1,0,30.0,14.9,15.1,1,30.0,1.0,1.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,0adf970bf07772b0f8c88f664e146221,SP,1,1,0,120.16,98.63,21.53,1,120.16,2.0,2.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,0f370babdc8148e1dd9d4bfc3235982a,MG,1,1,0,60.85,49.0,11.85,1,60.85,1.0,1.0,0.0,1.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,103cc8c441a717d9a54fca312ae8ec3c,CE,1,1,0,187.36,168.9,18.46,1,187.36,1.0,1.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,111d0b1e69f349615615113cf6b275fa,SP,1,1,0,35.239999999999995,25.9,9.34,1,35.24,1.0,1.0,0.0,1.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,11c3ff6555092bf425ea842a023a7809,SP,1,1,0,115.32,99.0,16.32,1,115.32,1.0,1.0,0.0,1.0,0.0,0.0,3,12,49,1.0,,,,1.0,1.0,0.0,,
2017-12-06,12dc5e5d178b930cf87cf16e812fc2d5,GO,1,2,0,51.4,10.6,15.1,1,51.4,2.0,2.0,1.0,0.0,0.0,0.0,3,12,49,,,,,2.0,2.0,,,
2017-12-06,13944d17b257432717fd260e69853140,RJ,1,1,0,76.08,59.9,16.18,1,76.08,2.0,2.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,13a05309c09bd28a2d0418005ae7a55b,SP,1,1,0,135.49,119.9,15.59,1,135.49,9.0,9.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,154e7e31ebfa092203795c972e5804a6,CE,1,1,0,41.62,23.99,17.63,1,41.62,1.0,1.0,0.0,1.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,15873878161dd60a2de39df25443080e,SP,1,1,0,96.22,79.9,16.32,1,96.22,6.0,6.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,1600dcf1cea8c0c83702e07b577ab231,PA,1,1,0,61.629999999999995,44.0,17.63,1,61.63,3.0,3.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,165cf891cdb818da8293163bf0a9b2ba,SP,1,1,0,24.71,15.99,8.72,1,24.71,1.0,1.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,165f86fe8b799a708a20ee4ba125c289,SC,1,1,0,190.48000000000002,166.99,23.49,1,190.48,3.0,3.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,18e42e8f475cb44f5fd91fa354ba1a76,ES,1,1,0,65.11,49.0,16.11,1,65.11,1.0,1.0,0.0,1.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,197f7d1d3a8b0bf0c8f0394ff71b574b,SP,1,1,0,98.55,88.0,10.55,1,1048.64,2.0,2.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,19fdf478915162331ece9adfd669b88e,SP,1,1,0,98.51,84.9,13.61,1,98.51,3.0,3.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,1ae2f20ff728b72bc2d6359978de7328,SP,1,1,0,203.78,190.32,13.46,1,203.78,4.0,4.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,1b3b11f766f6efa38c3a7ab54b956a49,RJ,1,1,0,48.0,32.9,15.1,1,48.0,1.0,1.0,0.0,1.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,1cd4e06e315c38b1a4a3268caa41fcd8,SC,1,1,0,194.0,177.0,17.0,1,194.0,1.0,1.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,1cee940750667f29c969974d268656f8,SP,1,1,0,468.39,449.0,19.39,1,468.39,2.0,2.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,1d6b1ff2a0ef2336832512132b3af6aa,SC,1,1,0,133.56,119.0,14.56,1,133.56,10.0,10.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,1dec4c88c685d5a07bf01dcb0f8bf9f8,RS,1,1,0,596.27,559.0,37.27,1,596.27,1.0,1.0,0.0,1.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,1f276c0b550d51ec77e9414aa6c45d74,MG,1,1,0,194.5,179.49,15.01,1,194.5,1.0,1.0,0.0,1.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,2028bf1b01cafb2d2b1901fca4083222,RJ,1,1,0,72.14,56.99,15.15,1,72.14,7.0,7.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,21e4321fa558327afe025bfb800a8bff,RJ,1,1,0,34.82,16.9,17.92,1,34.82,1.0,1.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,2342acbbf4c5ba6896316d17a573f40f,DF,1,1,0,194.5,179.49,15.01,1,194.5,3.0,3.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,2423252b2432f1803e4f29e0974c6cf7,RS,1,2,0,374.68,169.9,17.44,1,374.68,6.0,6.0,1.0,0.0,0.0,0.0,3,12,49,,,,,2.0,2.0,,,
2017-12-06,2483416c14aa8d93dad96745a9230bfa,PE,1,1,0,696.58,650.0,46.58,1,696.58,3.0,3.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,24dc9e724587e5bd160e891dc0e3699a,SP,1,1,0,57.11,49.0,8.11,1,57.11,1.0,1.0,0.0,1.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,2916f36c18811cafe280f15b803be0eb,BA,1,1,0,46.09,26.5,19.59,1,46.09,1.0,1.0,0.25,0.0,0.75,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,2b4609f8948be18874494203496bc318,MG,1,1,0,105.38,89.99,15.39,1,105.38,3.0,3.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,2bb3e85f2a403543fdb64e266e70c792,SP,1,1,0,397.29999999999995,329.9,67.4,1,397.3,8.0,8.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,2c23d4e9b76629ed407ba453e405034f,MG,1,1,0,93.48,79.9,13.58,1,93.48,2.0,2.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,2e810f124ff7668bc1ea0d1953aaacd2,MG,1,1,0,216.05,199.9,16.15,1,216.05,10.0,10.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,2ea92fab7565c4fe9f91a5e4e1756258,GO,1,1,0,96.8,79.0,17.8,1,96.8,8.0,8.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,2f5e485bacfeb554bec55cd497c9bc51,SP,2,2,0,107.54,45.99,7.78,1,53.77,1.0,1.0,0.5,0.5,0.0,0.0,3,12,49,,,,,2.0,2.0,,,
2017-12-06,30e538a84e5ed6276d0ef5dc07bac435,SP,1,1,0,139.72,130.0,9.72,1,139.72,3.0,3.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,33f17ed3c6906f7a7ae17a0843536db4,RJ,1,1,0,42.089999999999996,27.99,14.1,1,42.09,1.0,1.0,0.0,1.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,3429d7e4892a2df967fae671f4c98deb,GO,1,1,0,403.81000000000006,370.47,33.34,1,403.81,8.0,8.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,34774dbfa36fdfe7225c6c68293b694c,SP,1,1,0,181.48,129.0,52.48,1,181.48,6.0,6.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,3685c687db4b3d2da5085d23b408e93a,MG,1,4,0,83.88,11.99,8.98,1,130.45,1.0,1.0,0.0,1.0,0.0,0.0,3,12,49,,,,,4.0,4.0,,,
2017-12-06,36940188c2ad1a212b94931a08cc3c29,DF,1,1,0,54.09,39.99,14.1,1,108.18,2.5,4.0,0.5,0.0,0.5,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,389d119b48cf3043d311335e499d9c6b,RS,1,1,0,76.66,59.0,17.66,1,76.66,7.0,7.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.75,,,
2017-12-06,39b163e43ba84533daaba94c5a0712de,MG,1,1,0,24.689999999999998,7.9,16.79,1,24.69,1.0,1.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,3a4db42aea95097b7a616b36f21d143f,MG,1,1,0,253.79000000000002,234.9,18.89,1,253.79,5.0,5.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,3a806ac1ab98107febb4ffcf38bc1fac,PR,1,1,0,144.64,130.0,14.64,1,144.64,2.0,2.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,3bf95cf337a8c87435a2949c48350fc7,BA,1,1,0,111.36999999999999,91.49,19.88,1,111.37,3.0,3.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,3c169334e3cd4e710ef729a014d38b2a,SP,1,1,0,123.01,109.9,13.11,1,123.01,2.0,2.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,3d3c4219b64b1a968490e7bdfa43bf1f,SP,1,1,0,70.74,49.9,20.84,1,70.74,3.0,3.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,3e4176d545618ed02f382a3057de32b4,SP,1,1,0,147.15,129.99,17.16,1,147.15,1.0,1.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,3f869288a822d85504c7a423c9b473e3,RJ,1,1,0,619.44,599.0,20.44,1,619.44,10.0,10.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,411fad26ce07a5a611883f05fb5798cd,SP,1,1,0,203.78,190.32,13.46,1,203.78,4.0,4.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,423a6644f0aa529e8828ff1f91003690,PE,1,1,0,485.76,425.0,60.76,1,485.76,1.0,1.0,0.0,1.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,4256cf575577f02e6c98d452ad40fa63,SC,1,1,0,168.57,99.0,69.57,1,168.57,10.0,10.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,42a2c92a0979a949ca4ea89ec5c7b934,MG,1,1,0,80.15,58.9,21.25,1,80.15,1.0,1.0,1.0,0.0,0.0,0.0,3,12,49,,2.0,,,1.0,1.3333333333333333,,0.0,
2017-12-06,431dc11c26a67c6a49e81cee84f35b28,RS,1,1,0,416.55,399.0,17.55,1,416.55,8.0,8.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,4520766ec412348b8d4caa5e8a18c464,SP,1,1,0,48.269999999999996,40.0,8.27,1,48.27,1.0,1.0,0.0,1.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,47cc9106e1bc828d424f9439933ca075,PA,1,1,0,116.51,87.5,29.01,1,116.51,11.0,11.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,492bcf01a7a40c8fe5c720574dc786b3,SP,1,1,0,275.67,265.0,10.67,1,275.67,5.0,5.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,498297b9721ee352dc65a4df65688433,SP,1,1,0,31.009999999999998,14.9,16.11,1,31.01,2.0,2.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,4a69baa66a13d1adeb41cfe3bc0c27be,MG,1,1,0,116.36000000000001,99.9,16.46,1,116.36,6.0,6.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,4b96786612ebe7463132fce2c4dca136,ES,1,1,0,152.77,129.0,23.77,1,152.77,1.0,1.0,0.0,1.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,4c2394abfbac7ff59ec7a420918562fa,CE,1,1,0,112.11999999999999,84.99,27.13,1,112.12,5.0,5.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,4c2394abfbac7ff59ec7a420918562fa,MA,1,1,0,120.89999999999999,84.99,35.91,1,120.9,1.0,1.0,0.0,1.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,4c2394abfbac7ff59ec7a420918562fa,SP,1,1,0,94.39999999999999,84.99,9.41,1,94.4,1.0,1.0,0.0,1.0,0.0,0.0,3,12,49,,2.0,2.0,,1.5,1.875,,0.0,0.0
2017-12-06,4c743ef85742be2bfbf2036906e524f4,SP,1,1,0,60.85,49.0,11.85,1,60.85,1.0,1.0,0.0,1.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,4cac1a12a6fe9ffba4a9556dbe582e28,ES,1,1,0,48.83,27.99,20.84,1,48.83,1.0,1.0,0.0,0.0,0.0,1.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,4d94f51353a058d28468a03ebe1aae33,MT,1,1,0,285.58,225.0,60.58,1,285.58,1.0,1.0,0.0,1.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,4dddd45aa241530edb5412e8846361fa,SP,1,1,0,51.75,39.9,11.85,1,51.75,1.0,1.0,0.0,1.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,4e3218a8ef98e65fece172834193d05e,SP,1,1,0,67.77,59.99,7.78,1,67.77,1.0,1.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,4fcb3d9a5f4871e8362dfedbdb02b064,MG,1,1,0,175.56,143.8,31.76,1,175.56,1.0,1.0,0.0,1.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,4fce0eab61e01d521044c8b071cdfead,ES,1,1,0,39.59,23.8,15.79,1,39.59,1.0,1.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,5094d0cb28a3e400d90c21c6df262856,SP,1,1,0,41.72,33.0,8.72,1,41.72,1.0,1.0,0.14285714285714285,0.0,0.8571428571428571,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,50fcba527cde578e212f114ba5cfdfef,SC,1,1,0,90.75,72.99,17.76,1,90.75,1.0,1.0,0.0,0.0,0.0,1.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,515ba7ccc6abbd1c0f5016704a0184e2,SP,1,1,0,96.81,80.0,16.81,1,96.81,1.0,1.0,0.0,1.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,52c80cedd4e90108bf4fa6a206ef6b03,RJ,1,1,0,225.71,179.99,45.72,1,225.71,2.0,2.0,1.0,0.0,0.0,0.0,3,12,49,2.0,,,,1.3333333333333333,1.2857142857142858,0.0,,
2017-12-06,53075a78fc601d6eb47e8ad2d142b7a8,PR,1,1,0,43.0,28.9,14.1,1,43.0,1.0,1.0,0.0,1.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,5343876e3ae357d3e47e3bf3c89dfc86,RJ,1,1,0,159.21,139.0,20.21,1,159.21,1.0,1.0,0.0,1.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,53759a2ecddad2bb87a079a1f1519f73,RS,1,1,0,76.66,59.0,17.66,1,76.66,7.0,7.0,1.0,0.0,0.0,0.0,3,12,49,,,1.0,,1.0,1.0,,,0.0
2017-12-06,53759a2ecddad2bb87a079a1f1519f73,SP,1,1,0,72.43,59.0,13.43,1,72.43,7.0,7.0,1.0,0.0,0.0,0.0,3,12,49,1.0,2.0,,,1.0,1.9,0.0,0.0,
2017-12-06,5411e9269501a870cabf632f05655131,MS,1,1,0,147.15,129.0,18.15,1,147.15,1.0,1.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,548e5bfe28edceab6b51fa707cc9556f,MG,1,1,0,107.78,89.9,17.88,1,107.78,8.0,8.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,54b755678728b84472c2b654ac4de777,RS,1,1,0,82.28,39.9,42.38,1,82.28,1.0,1.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,55c241d4a5f20682cdeaec642cb06fa8,RS,1,1,0,368.12,350.9,17.22,1,368.12,6.0,6.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,57d79905de06d8897872c551bfd09358,SC,1,1,0,40.089999999999996,24.99,15.1,1,40.09,1.0,1.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,595fac2a385ac33a80bd5114aec74eb8,RJ,1,1,0,132.58,118.0,14.58,1,132.58,5.0,5.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,5a848e4ab52fd5445cdc07aab1c40e48,PR,1,1,0,138.6,122.99,15.61,1,138.6,2.0,2.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,5aadf21c27e505224812c9b055031c73,SP,1,1,0,14.67,5.4,9.27,1,14.67,1.0,1.0,0.0,1.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,5ab3c4c7b2b499f85cf923cd0f331c9f,RS,1,1,0,104.38,89.0,15.38,1,104.38,1.0,1.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,5b3b5f9ae84ca9ead3138b199420cc94,MG,1,1,0,158.21,139.0,19.21,1,158.21,3.0,3.0,1.0,0.0,0.0,0.0,3,12,49,,2.0,,,1.0,1.3333333333333333,,0.0,
2017-12-06,5ca5d42f98d39aa421923c2fde2c1558,RS,1,1,0,1022.82,998.0,24.82,1,1022.82,10.0,10.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
2017-12-06,5d2d01b64b76916f0cbe74e407041187,RJ,1,1,0,50.1,33.99,16.11,1,50.1,3.0,3.0,1.0,0.0,0.0,0.0,3,12,49,,,,,1.0,1.0,,,
